Element Name,Windows NT,Windows,Windows CE,Win32s,Component,Component Version,Header File,Import Library,Unicode,Element Type
SetupCloseInfFile,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
SetupCommitFileQueue,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupCopyError,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupCreateDiskSpaceList,4.0 SP3 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupDecompressOrCopyFile,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupDefaultQueueCallback,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupDeleteError,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupDestroyDiskSpaceList,4.0 SP3 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
SetupFindFirstLine,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupFindNextLine,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
SetupFindNextMatchLine,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupFreeSourceList,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupGetBinaryField,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
SetupGetFieldCount,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
SetupGetFileCompressionInfo,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupGetInfFileList,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupGetInflnformation,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
SetupGetIntField,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
SetupGetLineByIndex,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupGetLineCount,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupGetLineText,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupGetMultiSzField,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupGetSourceFileLocation,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupGetSourceFileSize,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupGetSourceInfo,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupGetStringField,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupGetTargetPath,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupInitDefaultQueueCallback,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
SetupInitDefaultQueueCallbackEx,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
SetupInitializeFileLog,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupInstallFile,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupInstallFileEx,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupInstallFilesFromInfSection,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupInstallFromInfSection,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupInstallServicesFromInfSection,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupIterateCabinet,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupLogError,5.0 or later,,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupLogFile,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupOpenAppendInfFile,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupOpenFileQueue,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
SetupOpenInfFile,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupOpenMasterInf,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
SetupPromptForDisk,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupPromptReboot,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
SetupQueryDrivesInDiskSpaceList,4.0 SP3 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupQueryFileLog,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupQueryInfFileInformation,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupQueryInfVersionInformation,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupQuerySourceList,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupQuerySpaceRequiredOnDrive,4.0 SP3 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupQueueCopy,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupQueueCopySection,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupQueueDefaultCopy,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupQueueDelete,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupQueueDeleteSection,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupQueueRename,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupQueueRenameSection,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupRemoveFileLogEntry,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupRemoveFromDiskSpaceList,4.0 SP3 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupRemoveFromSourceList,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupRemoveInstallSectionFromDiskSpaceList,4.0 SP3 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupRemoveSectionFromDiskSpaceList,4.0 SP3 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupRenameError,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupScanFileQueue,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupSetDirectoryId,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupSetPlatformPathOverride,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupSetSourceList,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
SetupTermDefaultQueueCallback,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
SetupTerminateFileLog,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,setupapi.lib,,function
SPFILENOTIFY_COPYERROR,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_DELETEERROR,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_ENDCOPY,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_ENDDELETE,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_ENDQUEUE,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_ENDRENAME,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_ENDSUBQUEUE,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_FILEEXTRACTED,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_FILEINCABINET,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_FILEOPDELAYED,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_LANGMISMATCH,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_NEEDMEDIA,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_NEEDNEWCABINET,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_QUEUESCAN,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_RENAMEERROR,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_STARTCOPY,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_STARTDELETE,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_STARTQUEUE,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_STARTRENAME,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_STARTSUBQUEUE,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_TARGETEXISTS,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
SPFILENOTIFY_TARGETNEWER,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,notification message
HDSKSPC,4.0 SP3 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,simple data type
CABINET_INFO,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,structure
FILE_IN_CABINET_INFO,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,structure
FILEPATHS,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,structure
INFCONTEXT,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,structure
SOURCE_MEDIA,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,structure
SP_INF_INFORMATION,4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,,,Setup,,setupapi.h,,,structure
BrowseCallbackProc,4.0 or later,Windows 95 or later,,,Shell,,shlobj.h,user-defined,,callback function
CPlApplet,3.1 or later,Windows 95 or later,,Yes,Shell,,cpl.h,user-defined,,callback function
FMExtensionProc,3.1 or later,,,,Shell,,wfext.h,user-defined,Defined as Unicode and ANSI prototypes.,callback function
UndeleteFile,3.1 or later,Windows 95 or later,,,Shell,,wfext.h,user-defined,,callback function
FOLDERFLAGS,4.0 or later,Windows 95 or later,,,Shell,,shlobj.h,,,enumeration
FOLDERVIEWMODE,4.0 or later,Windows 95 or later,,,Shell,,shlobj.h,,,enumeration
SHCONTF,4.0 or later,Windows 95 or later,,,Shell,,shlobj.h,,,enumeration
SHGNO,4.0 or later,Windows 95 or later,,,Shell,,shlobj.h,,,enumeration
SHREGDEL_FLAGS,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,,,enumeration
SHREGENUM_FLAGS,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,,,enumeration
ChrCmpl,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,,function
DefScreenSaverProc,3.1 or later,Windows 95 or later,,,Shell,,scrnsave.h,scrnsave.lib,,function
DragAcceptFiles,3.1 or later,Windows 95 or later,,Yes,Shell,,shellapi.h,shell32.lib,,function
DragFinish,3.1 or later,Windows 95 or later,,Yes,Shell,,shellapi.h,shell32.lib,,function
DragQueryFile,3.1 or later,Windows 95 or later,,Yes,Shell,,shellapi.h,shell32.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
DragQueryPoint,3.1 or later,Windows 95 or later,,Yes,Shell,,shellapi.h,shell32.lib,,function
DuplicateIcon,3.5 or later,Windows 95 or later,,,Shell,,shellapi.h,shell32.lib,,function
FindExecutable,3.1 or later,Windows 95 or later,,Yes,Shell,,shellapi.h,shell32.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
GetMenuContextHelpId,3.51 or later,Windows 95 or later,,,Shell,,winuser.h,user32.lib,,function
GetWindowContextHelpId,3.51 or later,Windows 95 or later,,,Shell,,winuser.h,user32.lib,,function
PathAddBackslash,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
PathAddExtention,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,,function
PathAppend,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
PathBuildRoot,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
PathCanonicalize,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
PathCombine,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
PathCommonPrefix,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
PathCompactPath,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
PathCompactPathEx,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
PathFileExists,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
PathFindExtension,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
PathFindFileName,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
PathFindNextComponent,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
PathFindOnPath,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
PathGetArgs,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
PathGetCharType,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,,function
PathGetDriveNumber,4.0 or later,Windows 95 or later,,,Shell,,shlwapi.h,shlwapi.lib,Implemented as Unicode and ANSI versions on Windows NT.,function
